"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.669578100E-2,1.202673912E-1,-5.733537674E-2,-1.841711998E-1
3.274440600E-2,1.023108959E-1,-1.184558868E-2,1.929154396E-1
4.551021800E-2,-4.399759769E-1,2.970061302E-1,4.850082397E-1
5.685062400E-2,-3.757560253E-1,5.154466629E-1,9.469714165E-1
6.753732700E-2,-4.763650894E-2,7.010073662E-1,1.268519402E0
7.796667900E-2,-2.667379379E-2,8.676867485E-1,1.243652821E0
8.813135500E-2,4.321479797E-2,8.368830681E-1,1.064359665E0
9.820169300E-2,2.026009560E-2,7.765550613E-1,1.050633907E0
1.081928620E-1,4.131555557E-3,6.680703163E-1,1.234439373E0
1.187409460E-1,9.696531296E-2,4.293398857E-1,1.358606339E0
1.285444880E-1,1.053111553E-1,1.632151604E-1,1.305680275E0
1.384152590E-1,8.047509193E-2,4.176616669E-3,1.128154278E0
1.483216450E-1,5.448031425E-2,-1.735529900E-1,7.833089828E-1
1.583678380E-1,5.135974884E-1,-3.788785934E-1,6.571760178E-1
1.687499340E-1,5.495467186E-1,-3.480949402E-1,5.379805565E-1
1.785419820E-1,3.829257488E-1,-9.572553635E-2,4.229354858E-1
1.884500060E-1,2.957668304E-1,8.404731750E-3,5.313172340E-1
1.983155180E-1,3.075821400E-1,3.825092316E-2,7.183327675E-1
2.083167740E-1,3.059275150E-1,1.779351234E-1,8.130545616E-1
2.182884020E-1,2.310345173E-1,2.257404327E-1,8.394007683E-1
2.282497160E-1,7.341027260E-2,1.742057800E-1,8.824434280E-1
2.388013730E-1,-1.728794575E-1,4.280328751E-2,8.651757240E-1
2.485812020E-1,-2.618217468E-1,3.556251526E-3,6.642904282E-1
2.584361160E-1,-2.255661488E-1,-3.227467537E-1,5.330595970E-1
2.683265730E-1,2.874541283E-2,-5.009164810E-1,2.480816841E-1
2.784028020E-1,-3.425526619E-1,-4.810395241E-1,-2.242450714E-1
2.885959160E-1,-7.916644812E-1,-5.369038582E-1,-6.979570389E-1
2.983964730E-1,-1.193021417E0,-6.877279282E-1,-7.171506882E-1
3.087837520E-1,-2.293910265E0,-9.739480019E-1,-8.025856018E-1
3.185153910E-1,-2.216103315E0,-9.676198959E-1,-5.064659119E-1
3.284447110E-1,-3.414376974E0,-7.844915390E-1,-1.532454491E-1
3.387618710E-1,-3.697609901E0,-8.214163780E-1,2.228040695E-1
3.484899510E-1,-3.692575932E0,-1.014706612E0,5.531792641E-1
3.584784910E-1,-3.591586590E0,-1.051158905E0,7.989687920E-1
3.683942610E-1,-3.500540972E0,-7.746529579E-1,1.042729378E0
3.784571460E-1,-3.140805006E0,-6.324405670E-1,1.257073402E0
3.890595880E-1,-2.560414553E0,-5.244984627E-1,1.498227119E0
3.986778090E-1,-2.116310120E0,-3.232698441E-1,1.582483292E0
4.087749200E-1,-1.709989548E0,-2.223820686E-1,1.509332180E0
4.185104750E-1,-1.442829370E0,-2.730908394E-1,1.376158237E0
4.285177530E-1,-1.346518517E0,-2.805318832E-1,1.098035812E0
4.383828920E-1,-1.365551949E0,-3.455657959E-1,7.176632881E-1
4.483034610E-1,-1.346058488E0,-4.333744049E-1,2.950768471E-1
4.588197460E-1,-1.301553607E0,-4.331364632E-1,3.448963165E-3
4.685843880E-1,-1.292981982E0,-3.516106606E-1,-2.567887306E-1
4.785902090E-1,-1.351073980E0,-1.909689903E-1,-6.215558052E-1
4.884546200E-1,-7.857603431E-1,-1.297674179E-1,-1.045516968E0
4.983398250E-1,-6.109812856E-1,-1.741948128E-1,-1.253578186E0
5.105769280E-1,-4.056434035E-1,-2.013692856E-1,-1.505308628E0
5.283590310E-1,-3.120133281E-1,-2.558116913E-1,-1.600441456E0
5.382520310E-1,-4.109891057E-1,-2.096185684E-1,-1.544261932E0
5.481660310E-1,-7.834073305E-1,-1.261277199E-1,-1.655101299E0
