"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.786365500E-2,-8.189900219E-2,-6.499099731E-2,-1.690799929E-2
9.284488500E-2,-7.688300312E-2,-6.220899895E-2,-1.869799942E-2
9.782619300E-2,-8.691699803E-2,-5.979000032E-2,-1.712900028E-2
1.028070990E-1,-1.051589996E-1,-5.453500152E-2,-1.600099914E-2
1.077883280E-1,-1.240309998E-1,-4.611799866E-2,-1.695100032E-2
1.127695590E-1,-1.386809945E-1,-3.446799889E-2,-1.943399943E-2
1.177506940E-1,-1.484220028E-1,-2.221100032E-2,-2.314499952E-2
1.227319230E-1,-1.546819955E-1,-1.106499974E-2,-2.649600059E-2
1.277128960E-1,-1.590519994E-1,-1.828999957E-3,-2.745299973E-2
1.326940480E-1,-1.630589962E-1,5.175999831E-3,-2.413400076E-2
1.376752790E-1,-1.679880023E-1,9.566999972E-3,-1.790300012E-2
1.426562760E-1,-1.732719988E-1,1.180300023E-2,-9.661000222E-3
1.476377350E-1,-1.780740023E-1,1.231599972E-2,-1.025000005E-3
1.526186610E-1,-1.815969944E-1,1.202300005E-2,7.224999834E-3
1.575998990E-1,-1.826909930E-1,1.102299988E-2,1.484499965E-2
1.625811300E-1,-1.816499978E-1,9.521000087E-3,2.209099941E-2
1.675623610E-1,-1.805630028E-1,6.914999802E-3,2.737700008E-2
1.725433580E-1,-1.768199950E-1,4.509999882E-3,3.269099817E-2
1.775245870E-1,-1.707610041E-1,2.139999997E-3,3.949699923E-2
1.825057430E-1,-1.645089984E-1,-7.769999793E-4,4.685600102E-2
1.874867280E-1,-1.597629935E-1,-3.495000070E-3,5.350999907E-2
1.924679560E-1,-1.567319930E-1,-3.945000004E-3,5.934299901E-2
1.974491870E-1,-1.554570049E-1,-2.836999949E-3,6.579799950E-2
2.024303340E-1,-1.561599970E-1,1.368999947E-3,7.306899875E-2
2.074113340E-1,-1.576170027E-1,7.670999970E-3,8.194900304E-2
2.123925630E-1,-1.583350003E-1,1.533100009E-2,9.192699939E-2
2.173737790E-1,-1.589740068E-1,2.260700054E-2,1.034220010E-1
2.223549340E-1,-1.583999991E-1,2.887500077E-2,1.159370020E-1
2.273361580E-1,-1.552579999E-1,3.325099871E-2,1.297159940E-1
2.323171600E-1,-1.498080045E-1,3.598700091E-2,1.433569938E-1
2.372983890E-1,-1.417459995E-1,3.677000105E-2,1.553550065E-1
2.422795260E-1,-1.262290031E-1,3.605600074E-2,1.638669968E-1
2.472605260E-1,-9.830199927E-2,3.305900097E-2,1.665280014E-1
2.522417550E-1,-6.319099665E-2,2.542500012E-2,1.661030054E-1
2.572229100E-1,-2.673799917E-2,1.370000001E-2,1.637199968E-1
2.622041390E-1,5.743000191E-3,-1.042000018E-3,1.597059965E-1
2.671851410E-1,3.351600096E-2,-1.666699909E-2,1.545159966E-1
2.721663510E-1,5.816100165E-2,-3.114699945E-2,1.479379982E-1
2.771475820E-1,8.023899794E-2,-4.407100007E-2,1.383990049E-1
2.821287380E-1,1.007750034E-1,-5.453800038E-2,1.247650012E-1
2.871099460E-1,1.211609989E-1,-6.201700121E-2,1.098989993E-1
2.920909480E-1,1.402159929E-1,-6.729900092E-2,9.494300187E-2
2.970721770E-1,1.573110074E-1,-7.024800032E-2,8.106099814E-2
3.020533940E-1,1.716900021E-1,-7.203099877E-2,6.963700056E-2
3.070345500E-1,1.824900061E-1,-7.160700113E-2,6.049799919E-2
3.120155500E-1,1.903010011E-1,-6.967099756E-2,5.325099826E-2
3.169967640E-1,1.953359991E-1,-6.607999653E-2,4.789900035E-2
3.219779200E-1,1.984709948E-1,-6.122799963E-2,4.425700009E-2
3.269591480E-1,2.009139955E-1,-5.536599830E-2,4.102300107E-2
3.319401500E-1,2.024219930E-1,-4.818800092E-2,3.792599961E-2
3.369213790E-1,2.034370005E-1,-4.008299857E-2,3.442699835E-2
3.419026100E-1,2.034830004E-1,-3.264100105E-2,3.035099991E-2
3.468837810E-1,2.031359971E-1,-2.419699915E-2,2.472800016E-2
3.518650100E-1,2.028599977E-1,-1.648500003E-2,1.773899980E-2
3.568462400E-1,2.023189962E-1,-8.590999991E-3,8.382000029E-3
3.618272370E-1,2.007369995E-1,-1.445999951E-3,-2.677999903E-3
3.668084660E-1,1.974920034E-1,5.929000210E-3,-1.548600011E-2
3.717896970E-1,1.922789961E-1,1.291599963E-2,-2.803199925E-2
3.767708380E-1,1.844049990E-1,1.927099936E-2,-4.004599899E-2
3.817520670E-1,1.745299995E-1,2.480199933E-2,-5.093500018E-2
3.867330690E-1,1.631830037E-1,3.133400157E-2,-5.964700133E-2
3.917142830E-1,1.511050016E-1,4.013499990E-2,-6.476400048E-2
3.966954390E-1,1.395899951E-1,5.036799982E-2,-6.617599726E-2
4.016764390E-1,1.282719970E-1,6.123400107E-2,-6.430599838E-2
4.066576680E-1,1.158329993E-1,7.139799744E-2,-5.853100121E-2
