"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.715600500E-2,-9.673199803E-2,6.361900270E-2,1.092830002E-1
9.213693000E-2,-1.178629994E-1,5.510799959E-2,7.459399849E-2
9.711793000E-2,-1.393010020E-1,4.670400172E-2,5.156699941E-2
1.020990480E-1,-1.606020033E-1,3.806500137E-2,3.908300027E-2
1.070802780E-1,-1.815370023E-1,2.904699929E-2,3.094699979E-2
1.120612040E-1,-2.025630027E-1,1.940700039E-2,2.814099938E-2
1.170424130E-1,-2.226389945E-1,9.139999747E-3,3.125999868E-2
1.220234150E-1,-2.395939976E-1,-2.645999892E-3,3.452099860E-2
1.270045670E-1,-2.507320046E-1,-1.673799939E-2,3.981100023E-2
1.319855270E-1,-2.558760047E-1,-3.375700116E-2,4.691600055E-2
1.369667560E-1,-2.571809888E-1,-5.401200056E-2,6.032500044E-2
1.419479120E-1,-2.566300035E-1,-7.711099833E-2,7.660800219E-2
1.469289210E-1,-2.545930147E-1,-1.032520011E-1,9.608300030E-2
1.519100730E-1,-2.511110008E-1,-1.313160062E-1,1.163870022E-1
1.568909980E-1,-2.442400008E-1,-1.601510048E-1,1.355029941E-1
1.618719770E-1,-2.338269949E-1,-1.889010072E-1,1.515610069E-1
1.668531310E-1,-2.205159962E-1,-2.185419947E-1,1.745589972E-1
1.718341330E-1,-2.091660053E-1,-2.415509969E-1,1.835100055E-1
1.768153450E-1,-2.020000070E-1,-2.573420107E-1,1.796240062E-1
1.817965000E-1,-1.946720034E-1,-2.653779984E-1,1.524440050E-1
1.867775010E-1,-1.853619963E-1,-2.676549852E-1,1.146140024E-1
1.917587200E-1,-1.797010005E-1,-2.671160102E-1,7.822000235E-2
1.967396450E-1,-1.818130016E-1,-2.644500136E-1,4.444399849E-2
2.017207970E-1,-1.843319982E-1,-2.637850046E-1,9.634000249E-3
2.067017800E-1,-1.821340024E-1,-2.651050091E-1,-2.255499922E-2
2.116829320E-1,-1.730960011E-1,-2.692260146E-1,-5.124200135E-2
2.166639340E-1,-1.558430046E-1,-2.780120075E-1,-7.879099995E-2
2.216450960E-1,-1.291429996E-1,-2.905330062E-1,-1.015309989E-1
2.266263270E-1,-9.501499683E-2,-3.061040044E-1,-1.182560027E-1
2.316072520E-1,-5.819899961E-2,-3.221360147E-1,-1.315709949E-1
2.365882470E-1,-2.070200071E-2,-3.384729922E-1,-1.459259987E-1
2.415694750E-1,1.765899919E-2,-3.541600108E-1,-1.590059996E-1
2.465504010E-1,5.537100136E-2,-3.701570034E-1,-1.723430008E-1
2.515315610E-1,9.141399711E-2,-3.854449987E-1,-1.858229935E-1
2.565125630E-1,1.254210025E-1,-4.007410109E-1,-1.902849972E-1
2.614937920E-1,1.587550044E-1,-4.148919880E-1,-1.884289980E-1
2.664747170E-1,1.896360070E-1,-4.276820123E-1,-1.894969940E-1
2.714559460E-1,2.158730030E-1,-4.358699918E-1,-1.909260005E-1
2.764371000E-1,2.337989956E-1,-4.377599955E-1,-1.968590021E-1
2.814180880E-1,2.434780002E-1,-4.321219921E-1,-2.060099989E-1
2.863992400E-1,2.468169928E-1,-4.179059863E-1,-2.195869982E-1
2.913802420E-1,2.461030036E-1,-3.965109885E-1,-2.329380065E-1
2.963613550E-1,2.429790050E-1,-3.687959909E-1,-2.483450025E-1
3.013423570E-1,2.379260063E-1,-3.362810016E-1,-2.645629942E-1
3.063235090E-1,2.279449999E-1,-3.002449870E-1,-2.808600068E-1
3.113044770E-1,2.124910057E-1,-2.606900036E-1,-2.945989966E-1
3.162856280E-1,1.947650015E-1,-2.201720029E-1,-3.055889904E-1
3.212666300E-1,1.759870052E-1,-1.820749938E-1,-3.143810034E-1
3.262478590E-1,1.559849977E-1,-1.481499970E-1,-3.220529854E-1
3.312290150E-1,1.356409937E-1,-1.197329983E-1,-3.253839910E-1
3.362100150E-1,1.143869981E-1,-9.693499655E-2,-3.226839900E-1
3.411911670E-1,9.565900266E-2,-7.869700342E-2,-3.143950105E-1
3.461720920E-1,8.297599852E-2,-6.576699764E-2,-3.022089899E-1
3.511533210E-1,7.525499910E-2,-5.587000027E-2,-2.846080065E-1
3.561343230E-1,7.131300122E-2,-4.801600054E-2,-2.633770108E-1
3.611154750E-1,7.001099735E-2,-4.205200076E-2,-2.373230010E-1
3.660964870E-1,6.935200095E-2,-3.664200008E-2,-2.074799985E-1
3.710777150E-1,6.857000291E-2,-3.212299943E-2,-1.720490009E-1
3.760586260E-1,6.794399768E-2,-2.837900072E-2,-1.331070065E-1
3.810397770E-1,6.814599782E-2,-2.512999997E-2,-9.403499961E-2
3.860207790E-1,6.971199811E-2,-2.067800052E-2,-5.735199898E-2
3.910019270E-1,7.243199646E-2,-1.469099987E-2,-2.819599956E-2
3.959831580E-1,7.639700174E-2,-5.495999940E-3,-7.424999960E-3
4.009641550E-1,8.314400166E-2,6.136999931E-3,6.126000080E-3
4.059453070E-1,9.039299935E-2,2.348800004E-2,1.243400015E-2
4.109263280E-1,9.670399874E-2,4.343499988E-2,1.045699976E-2
4.159074800E-1,1.025179997E-1,6.507399678E-2,6.833999883E-3
4.208884820E-1,1.058920026E-1,8.628000319E-2,2.977000084E-3
4.258696340E-1,8.669299632E-2,1.153760031E-1,1.483200025E-2
4.308506360E-1,7.950499654E-2,1.405680031E-1,2.546500042E-2
4.358317880E-1,8.275800198E-2,1.585509926E-1,3.282000124E-2
4.408127470E-1,8.842500299E-2,1.706389934E-1,3.513099998E-2
4.457938980E-1,8.995699883E-2,1.782660037E-1,3.314900026E-2
4.507749050E-1,8.965100348E-2,1.784929931E-1,2.760500088E-2
4.557560570E-1,9.189599752E-2,1.742710024E-1,1.755099930E-2
4.607372880E-1,1.012900025E-1,1.644439995E-1,2.421000041E-3
4.657182900E-1,1.265529990E-1,1.493680030E-1,-2.111100033E-2
4.706994420E-1,1.541700065E-1,1.297740042E-1,-4.944900051E-2
4.756804440E-1,1.869899929E-1,1.069469973E-1,-8.323000371E-2
4.806615860E-1,2.228869945E-1,8.332300186E-2,-1.168299988E-1
4.856425880E-1,2.574140131E-1,6.065699831E-2,-1.438380033E-1
4.906237400E-1,2.867589891E-1,3.990599886E-2,-1.620599926E-1
4.956047420E-1,3.101069927E-1,2.164600044E-2,-1.716589928E-1
5.005858940E-1,3.255940080E-1,7.228999864E-3,-1.719949991E-1
5.055668960E-1,3.346630037E-1,-4.240000155E-3,-1.653690040E-1
5.105481240E-1,3.401950002E-1,-1.322400011E-2,-1.541939974E-1
5.155290490E-1,3.447479904E-1,-2.105000056E-2,-1.434029937E-1
5.205102780E-1,3.497950137E-1,-2.756600082E-2,-1.359830052E-1
5.254912030E-1,3.534500003E-1,-3.265099972E-2,-1.265999973E-1
5.304723550E-1,3.535639942E-1,-3.697400168E-2,-1.130919978E-1
5.354535860E-1,3.508470058E-1,-4.011400044E-2,-9.756000340E-2
5.404345880E-1,3.454169929E-1,-4.275299981E-2,-8.143100142E-2
5.454157400E-1,3.387739956E-1,-4.518400133E-2,-6.622999907E-2
5.503967420E-1,3.293739855E-1,-4.744800180E-2,-5.330299959E-2
5.553778790E-1,3.200660050E-1,-5.289800093E-2,-4.513299838E-2
5.603588810E-1,3.104490042E-1,-5.878999829E-2,-3.999999911E-2
