"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.872549400E-2,-7.779700309E-2,-2.510399930E-2,6.630399823E-2
9.370649400E-2,-6.357900053E-2,-3.055400029E-2,7.117500156E-2
9.868795300E-2,-5.048000067E-2,-4.104299843E-2,6.555899978E-2
1.036689400E-1,-3.974499926E-2,-5.313700065E-2,5.353299901E-2
1.086501690E-1,-3.537100181E-2,-6.447199732E-2,4.110300168E-2
1.136314000E-1,-3.946999833E-2,-7.494600117E-2,3.345699981E-2
1.186126100E-1,-5.322000012E-2,-8.332300186E-2,2.765900083E-2
1.235937660E-1,-7.762700319E-2,-9.149400145E-2,1.644599997E-2
1.285750720E-1,-1.103679985E-1,-1.069699973E-1,3.707000054E-3
1.335562230E-1,-1.406480074E-1,-1.258630008E-1,-9.291999973E-3
1.385375290E-1,-1.713840067E-1,-1.396999955E-1,-2.013799921E-2
1.435184540E-1,-1.952060014E-1,-1.432359964E-1,-2.223999985E-2
1.484996630E-1,-2.098589987E-1,-1.392959952E-1,-2.373000048E-2
1.534808940E-1,-2.101529986E-1,-1.261849999E-1,-2.338900045E-2
1.584621250E-1,-2.077690065E-1,-1.035019979E-1,-1.781699993E-2
1.634433460E-1,-2.040120065E-1,-8.107700199E-2,-1.074299961E-2
1.684245770E-1,-1.953240037E-1,-6.722400337E-2,-4.891000222E-3
1.734057320E-1,-1.849890053E-1,-6.220699847E-2,2.990000066E-4
1.783869560E-1,-1.688690037E-1,-6.981299818E-2,3.496000078E-3
1.833679580E-1,-1.449269950E-1,-8.138799667E-2,1.071400009E-2
1.883493990E-1,-1.338180006E-1,-9.505400062E-2,1.240099967E-2
1.933304010E-1,-1.445949972E-1,-1.183089986E-1,-6.103000138E-3
1.983116300E-1,-1.516219974E-1,-1.485330015E-1,-3.246400133E-2
2.032928500E-1,-1.560290009E-1,-1.771810055E-1,-6.146899983E-2
2.082740810E-1,-1.544470042E-1,-1.963319927E-1,-9.865500033E-2
2.132552370E-1,-1.510750055E-1,-2.011190057E-1,-1.414290071E-1
2.182364610E-1,-1.549530029E-1,-1.906480044E-1,-1.819050014E-1
2.232176920E-1,-1.576090008E-1,-1.671379954E-1,-2.207970023E-1
2.281989220E-1,-1.598609984E-1,-1.293690056E-1,-2.484000027E-1
2.331801440E-1,-1.642809957E-1,-8.063799888E-2,-2.641620040E-1
2.381611460E-1,-1.639859974E-1,-2.473499998E-2,-2.649599910E-1
2.431423750E-1,-1.654099971E-1,3.294799849E-2,-2.634269893E-1
2.481235910E-1,-1.719119996E-1,8.318100125E-2,-2.491759956E-1
2.531048210E-1,-1.846469939E-1,1.146200001E-1,-2.307520062E-1
2.580860380E-1,-1.982830018E-1,1.218950003E-1,-2.125660032E-1
2.630672690E-1,-2.018489987E-1,1.114979982E-1,-1.958460063E-1
2.680485000E-1,-1.921260059E-1,9.213499725E-2,-1.787669957E-1
2.730296180E-1,-1.729820073E-1,7.319699973E-2,-1.607619971E-1
2.780108460E-1,-1.455350071E-1,6.947600096E-2,-1.478279978E-1
2.829918480E-1,-1.193009987E-1,7.741499692E-2,-1.404159963E-1
2.879730720E-1,-8.931200206E-2,8.453399688E-2,-1.399780065E-1
2.929543030E-1,-6.168099865E-2,8.250299841E-2,-1.541839987E-1
2.979355340E-1,-3.676699847E-2,7.111000270E-2,-1.751890033E-1
3.029167700E-1,-2.353999950E-2,4.731100053E-2,-2.053380013E-1
3.078979250E-1,-1.053200010E-2,1.167200040E-2,-2.474610060E-1
3.128791540E-1,3.959999885E-3,-2.628800087E-2,-2.992280126E-1
3.178603940E-1,2.819499932E-2,-5.908099934E-2,-3.513030112E-1
3.228416250E-1,6.290599704E-2,-8.518999815E-2,-3.910480142E-1
3.278226170E-1,9.227100015E-2,-1.016699970E-1,-4.207369983E-1
3.328038460E-1,1.091869995E-1,-1.152380034E-1,-4.471699893E-1
3.377853070E-1,1.319780052E-1,-1.243679971E-1,-4.612919986E-1
3.427663040E-1,1.692990065E-1,-1.208190024E-1,-4.494790137E-1
3.477475330E-1,1.960919946E-1,-1.067430004E-1,-4.252159894E-1
3.527287500E-1,2.167609930E-1,-9.203399718E-2,-3.941850066E-1
3.577099060E-1,2.281239927E-1,-8.518300205E-2,-3.655309975E-1
3.626911340E-1,2.300000042E-1,-9.017299861E-2,-3.459909856E-1
3.676723690E-1,2.141350061E-1,-1.018899977E-1,-3.368070126E-1
3.726536000E-1,1.787779927E-1,-1.184149981E-1,-3.385910094E-1
3.776346020E-1,1.302530020E-1,-1.418499947E-1,-3.637039959E-1
3.826158170E-1,7.221599668E-2,-1.720259935E-1,-4.099709988E-1
3.875970480E-1,2.023099922E-2,-2.094459981E-1,-4.674789906E-1
3.925782630E-1,-1.401299983E-2,-2.475550026E-1,-5.053759813E-1
3.975594940E-1,-2.595899999E-2,-2.808510065E-1,-5.478249788E-1
4.025406500E-1,-1.534000039E-2,-3.066579998E-1,-5.849140286E-1
4.075219710E-1,7.391999941E-3,-3.243669868E-1,-6.117740273E-1
4.125031260E-1,2.966400050E-2,-3.349590003E-1,-6.324329972E-1
4.174843550E-1,5.399399996E-2,-3.552440107E-1,-6.490240097E-1
4.224655950E-1,8.865299821E-2,-3.863480091E-1,-6.562319994E-1
4.274465970E-1,1.244250014E-1,-4.058040082E-1,-6.484619975E-1
4.324278260E-1,1.515740007E-1,-4.222620130E-1,-6.336920261E-1
4.374090570E-1,1.750169992E-1,-4.625639915E-1,-6.267910004E-1
4.423902870E-1,1.861740053E-1,-5.037429929E-1,-6.112470031E-1
4.473715180E-1,1.705189943E-1,-5.312600136E-1,-5.859789848E-1
4.523526740E-1,1.281149983E-1,-5.445269942E-1,-5.501220226E-1
4.573339800E-1,6.935600191E-2,-5.511810184E-1,-5.099440217E-1
4.623151360E-1,-2.422000049E-3,-5.542700291E-1,-4.654799998E-1
4.672963260E-1,-9.323599935E-2,-5.516340137E-1,-4.221830070E-1
4.722775570E-1,-1.929579973E-1,-5.423740149E-1,-3.819909990E-1
4.772585590E-1,-2.852500081E-1,-5.300499797E-1,-3.381539881E-1
4.822397830E-1,-3.708940148E-1,-5.190420151E-1,-2.857820094E-1
4.872210140E-1,-4.493690133E-1,-5.125340223E-1,-2.267740071E-1
4.922022450E-1,-5.147039890E-1,-5.158830285E-1,-1.648830026E-1
4.971834610E-1,-5.635229945E-1,-5.278189778E-1,-1.027290002E-1
5.021646920E-1,-5.896819830E-1,-5.434340239E-1,-5.868799984E-2
5.071459230E-1,-5.923489928E-1,-5.542659760E-1,-2.996700071E-2
5.121270590E-1,-5.823529959E-1,-5.570570230E-1,1.947000041E-3
5.171082880E-1,-5.647789836E-1,-5.533530116E-1,4.848400131E-2
5.220895180E-1,-5.484849811E-1,-5.449619889E-1,1.086969972E-1
5.270707300E-1,-5.312370062E-1,-5.335890055E-1,1.806190014E-1
5.320517320E-1,-5.051159859E-1,-5.219370127E-1,2.640770078E-1
