"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.738700400E-2,1.469600014E-2,5.645700172E-2,-7.459499687E-2
9.236823500E-2,1.379899960E-2,5.550900102E-2,-7.333800197E-2
9.734946600E-2,1.276300009E-2,5.506899953E-2,-7.105600089E-2
1.023306790E-1,1.129600033E-2,5.465399846E-2,-6.776200235E-2
1.073116810E-1,1.031299960E-2,5.393800139E-2,-6.397800148E-2
1.122929100E-1,9.271999821E-3,5.349399894E-2,-6.063099951E-2
1.172741160E-1,8.566999808E-3,5.320199952E-2,-5.744300038E-2
1.222552720E-1,8.258000016E-3,5.277699977E-2,-5.476500094E-2
1.272365010E-1,7.691999897E-3,5.205199867E-2,-5.249499902E-2
1.322177080E-1,6.599999964E-3,5.134699866E-2,-5.016800016E-2
1.371987100E-1,4.705000203E-3,5.090900138E-2,-4.702899978E-2
1.421799390E-1,2.869999968E-3,5.119900033E-2,-4.336899891E-2
1.471611640E-1,1.082999981E-3,5.200399831E-2,-3.833400086E-2
1.521423200E-1,-6.009999779E-4,5.188199878E-2,-3.277400136E-2
1.571235490E-1,-2.268000040E-3,5.165699869E-2,-2.692200057E-2
1.621045550E-1,-3.410999896E-3,5.135000125E-2,-2.109000087E-2
1.670857840E-1,-6.175999995E-3,5.378500000E-2,-1.533900015E-2
1.720669400E-1,-5.131999962E-3,5.171100050E-2,-9.463000111E-3
1.770481590E-1,-6.580000045E-4,4.641199857E-2,-5.208000075E-3
1.820293900E-1,5.921000149E-3,3.904600069E-2,-4.630000039E-4
1.870106210E-1,1.310000010E-2,3.136400133E-2,4.991999827E-3
1.919916070E-1,1.992899925E-2,2.343099937E-2,1.152700000E-2
1.969728360E-1,2.609499916E-2,1.568100043E-2,2.001100034E-2
2.019540670E-1,3.045300022E-2,8.522000164E-3,2.960800007E-2
2.069352170E-1,3.323699906E-2,2.412999980E-3,4.092499986E-2
2.119164460E-1,3.476100042E-2,-4.071000032E-3,5.214799941E-2
2.168976770E-1,3.483200073E-2,-9.130000137E-3,6.342600286E-2
2.218786890E-1,3.361200169E-2,-1.279500034E-2,7.225599885E-2
2.268598410E-1,3.257099912E-2,-1.527999993E-2,7.708600163E-2
2.318411490E-1,3.065400012E-2,-1.694899984E-2,7.833199948E-2
2.368222940E-1,2.841800079E-2,-1.841099933E-2,7.569000125E-2
2.418035230E-1,2.618199959E-2,-1.945400052E-2,7.057599723E-2
2.467845250E-1,2.432899922E-2,-2.041500062E-2,6.386599690E-2
2.517657690E-1,2.380499989E-2,-2.105600014E-2,5.581700057E-2
2.567472310E-1,2.363999933E-2,-2.125000022E-2,4.835699871E-2
2.617282330E-1,2.459399961E-2,-2.236299962E-2,4.334700108E-2
2.667094410E-1,2.567699924E-2,-2.491299994E-2,4.016799852E-2
2.716906720E-1,2.730900049E-2,-2.784699947E-2,3.890199959E-2
2.766718280E-1,2.963599935E-2,-3.032200038E-2,4.031600058E-2
2.816530190E-1,3.277499974E-2,-3.262099996E-2,4.361699894E-2
2.866340210E-1,3.649900109E-2,-3.509899974E-2,4.811000079E-2
2.916151540E-1,4.043599963E-2,-3.746499866E-2,5.240600184E-2
2.965963840E-1,4.435100034E-2,-4.095299914E-2,5.463000014E-2
