"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.680900500E-2,1.391209960E-1,4.902699962E-2,-4.382200167E-2
9.179023600E-2,1.340249926E-1,5.639600009E-2,-5.599899963E-2
9.677138200E-2,1.307149976E-1,6.490900367E-2,-7.276300341E-2
1.017526110E-1,1.279399991E-1,7.420899719E-2,-9.179300070E-2
1.067338420E-1,1.246339977E-1,8.401200175E-2,-1.109120026E-1
1.117150490E-1,1.306719929E-1,9.332200140E-2,-1.292070001E-1
1.166962790E-1,1.415040046E-1,1.012810022E-1,-1.465889961E-1
1.216775870E-1,1.457639933E-1,1.074569970E-1,-1.536619961E-1
1.266587860E-1,1.456609964E-1,1.124610007E-1,-1.515329927E-1
1.316400170E-1,1.419389993E-1,1.142299995E-1,-1.424220055E-1
1.366212470E-1,1.302790046E-1,1.115579978E-1,-1.238339990E-1
1.416024440E-1,1.218440011E-1,1.132519990E-1,-1.041110009E-1
1.465835980E-1,1.247370020E-1,1.138420030E-1,-8.207599819E-2
1.515648270E-1,1.373939961E-1,1.121430025E-1,-6.004200131E-2
1.565458100E-1,1.508399993E-1,1.088040024E-1,-3.775500134E-2
1.615270390E-1,1.614699960E-1,1.059409976E-1,-1.424199995E-2
1.665082690E-1,1.723989993E-1,1.019899994E-1,1.510099974E-2
1.714894760E-1,1.812700033E-1,9.672400355E-2,3.334100172E-2
1.764706320E-1,1.875369996E-1,9.002099931E-2,4.378300160E-2
1.814518610E-1,1.893579960E-1,8.114600182E-2,4.651900008E-2
1.864331390E-1,1.904959977E-1,7.015299797E-2,4.423800111E-2
1.914142940E-1,1.903209984E-1,5.829299986E-2,3.979500011E-2
1.963955230E-1,1.899250001E-1,4.516600072E-2,3.592199832E-2
2.013767490E-1,1.899919957E-1,3.051399998E-2,3.327000141E-2
2.063579800E-1,1.890240014E-1,1.566400006E-2,3.466099873E-2
2.113392110E-1,1.858229935E-1,-1.090000005E-4,3.998700157E-2
2.163204890E-1,1.771340072E-1,-1.777200028E-2,5.044100061E-2
2.213017220E-1,1.650740057E-1,-3.630800173E-2,6.691200286E-2
2.262826450E-1,1.545329988E-1,-5.688299984E-2,8.449400216E-2
2.312638450E-1,1.399070024E-1,-7.915399969E-2,1.052640006E-1
2.362450760E-1,1.229069978E-1,-1.022040024E-1,1.288390011E-1
2.412263060E-1,1.062420011E-1,-1.262629926E-1,1.526789963E-1
2.462075280E-1,9.022899717E-2,-1.507460028E-1,1.793490052E-1
2.511889900E-1,7.486400008E-2,-1.748650074E-1,2.057289928E-1
2.561702230E-1,6.270100176E-2,-1.985650063E-1,2.302789986E-1
2.611514380E-1,4.371200129E-2,-2.202720046E-1,2.519640028E-1
2.661326690E-1,2.066799998E-2,-2.368700057E-1,2.690550089E-1
2.711136550E-1,3.191000083E-3,-2.470840067E-1,2.714290023E-1
2.760948070E-1,-9.895999916E-3,-2.523190081E-1,2.603659928E-1
2.810760380E-1,-1.557799987E-2,-2.508240044E-1,2.393849939E-1
2.860572500E-1,-9.526000358E-3,-2.435639948E-1,2.033839971E-1
2.910384800E-1,-4.364999942E-3,-2.403730005E-1,1.611739993E-1
2.960197110E-1,-7.449999917E-3,-2.357770056E-1,1.131699979E-1
3.010009270E-1,-1.847399957E-2,-2.289090008E-1,6.340199709E-2
3.059821580E-1,-2.952699922E-2,-2.204760015E-1,1.522400044E-2
3.109634650E-1,-3.722099960E-2,-2.127079964E-1,-3.136400133E-2
3.159446210E-1,-4.401399940E-2,-2.025370002E-1,-7.208099961E-2
3.209258500E-1,-5.570499972E-2,-1.901859939E-1,-1.027389988E-1
3.259070910E-1,-7.042200118E-2,-1.758340001E-1,-1.235629991E-1
3.308880930E-1,-8.449299634E-2,-1.589909941E-1,-1.337739974E-1
3.358695520E-1,-1.006660014E-1,-1.405999959E-1,-1.344729960E-1
3.408505540E-1,-1.180739999E-1,-1.208439991E-1,-1.292860061E-1
3.458317830E-1,-1.344259977E-1,-1.002499983E-1,-1.214329973E-1
3.508130140E-1,-1.478909999E-1,-7.936999947E-2,-1.129800007E-1
3.557942450E-1,-1.572580040E-1,-6.004799902E-2,-1.061540022E-1
3.607757060E-1,-1.623899937E-1,-4.299400002E-2,-1.017140001E-1
3.657566940E-1,-1.622170061E-1,-2.781900018E-2,-9.988600016E-2
3.707379230E-1,-1.609310061E-1,-1.446599979E-2,-1.005949974E-1
3.757191540E-1,-1.610500067E-1,-1.612999942E-3,-1.021199971E-1
3.807003100E-1,-1.530369967E-1,1.186100021E-2,-1.050629988E-1
3.856816150E-1,-1.383270025E-1,2.576900087E-2,-1.099079996E-1
3.906628480E-1,-1.206860021E-1,4.162000120E-2,-1.155709997E-1
3.956440020E-1,-1.012089998E-1,5.845100060E-2,-1.234859973E-1
4.006252310E-1,-7.949899882E-2,7.446999848E-2,-1.326269954E-1
4.056064620E-1,-5.740600079E-2,9.053999931E-2,-1.419190019E-1
4.105876910E-1,-3.673100099E-2,1.055679992E-1,-1.498630047E-1
4.155689220E-1,-1.763699949E-2,1.170800030E-1,-1.532810032E-1
4.205501530E-1,1.212000032E-3,1.239899993E-1,-1.505250037E-1
4.255313710E-1,1.546300016E-2,1.288799942E-1,-1.400199980E-1
4.305126020E-1,2.226600051E-2,1.320900023E-1,-1.241459996E-1
4.354935840E-1,2.260099910E-2,1.364459991E-1,-1.010409966E-1
4.404750430E-1,1.725099981E-2,1.427389979E-1,-7.163900137E-2
4.454560450E-1,4.670999944E-3,1.515409946E-1,-3.688099980E-2
4.504372550E-1,-1.139399968E-2,1.627960056E-1,1.203999971E-3
4.554184860E-1,-2.858800068E-2,1.761420071E-1,4.073899984E-2
4.603997020E-1,-4.566299915E-2,1.915419996E-1,7.970900089E-2
4.653809330E-1,-7.196400315E-2,2.083330005E-1,1.177159995E-1
4.703621640E-1,-9.670899808E-2,2.250840068E-1,1.543149948E-1
4.753433900E-1,-1.139499992E-1,2.392520010E-1,1.828919947E-1
